name,amenity,shop,tourism,osm_id,osm_type,geometry,opening_hours,reviews,rating,business_type,open_time,close_time,duration_hours
Unknown,restaurant,,,5964484022,nodes,POINT (-3.9543713 5.2990454),12:00-23:00,344,3.5,restaurant,12:00:00,23:00:00,11.0
Kiosque,cafe,,,5964487269,nodes,POINT (-3.9561041 5.2959558),08:00-20:00,383,1.9,cafe,08:00:00,20:00:00,12.0
Lavage Auto,car_wash,,,5964487276,nodes,POINT (-3.9558828 5.2950411),08:00-17:00,344,2.7,car_wash,08:00:00,17:00:00,9.0
Unknown,cafe,,,5964487292,nodes,POINT (-3.956723 5.2938746),07:00-21:00,134,3.9,cafe,07:00:00,21:00:00,14.0
Café express,cafe,,,5964487763,nodes,POINT (-3.9608777 5.3004634),07:00-21:00,299,4.8,cafe,07:00:00,21:00:00,14.0
Garbadrome,restaurant,,,5964281917,nodes,POINT (-4.0228485 5.4250411),11:00-23:00,421,4.2,restaurant,11:00:00,23:00:00,12.0
Garbadrome,restaurant,,,5964304328,nodes,POINT (-3.9481374 5.3012643),12:00-23:00,326,2.8,restaurant,12:00:00,23:00:00,11.0
Kiosque,cafe,,,5964304367,nodes,POINT (-3.9455181 5.3040095),07:00-23:00,190,1.1,cafe,07:00:00,23:00:00,16.0
Buvette,pub,,,5964303354,nodes,POINT (-3.9487313 5.2831918),16:00-00:00,345,4.8,pub,16:00:00,00:00:00,8.0
kiosque à café,cafe,,,5964303356,nodes,POINT (-3.9488862 5.2834893),07:00-20:00,119,1.6,cafe,07:00:00,20:00:00,13.0
Attiékédrome,restaurant,,,5964303363,nodes,POINT (-3.9496681 5.2824436),12:00-23:00,241,4.5,restaurant,12:00:00,23:00:00,11.0
kiosque à café,cafe,,,5964303364,nodes,POINT (-3.9496862 5.2823802),06:00-23:00,12,4.2,cafe,06:00:00,23:00:00,17.0
kiosque à café,cafe,,,5964303383,nodes,POINT (-3.948268 5.2854289),08:00-23:00,317,2.1,cafe,08:00:00,23:00:00,15.0
Garbardrome,restaurant,,,5964309116,nodes,POINT (-4.034678 5.4357555),10:00-22:00,452,4.1,restaurant,10:00:00,22:00:00,12.0
Café Express,cafe,,,5964319393,nodes,POINT (-4.053766 5.4497656),08:00-22:00,482,1.3,cafe,08:00:00,22:00:00,14.0
Café Express,cafe,,,5964319397,nodes,POINT (-4.0534086 5.4488617),07:00-20:00,287,4.1,cafe,07:00:00,20:00:00,13.0
Garbadrome,restaurant,,,5964319403,nodes,POINT (-4.0531028 5.4483284),12:00-22:00,167,1.7,restaurant,12:00:00,22:00:00,10.0
Maquis,pub,,,5964319409,nodes,POINT (-4.052786 5.4477263),19:00-02:00,312,3.1,pub,19:00:00,02:00:00,7.0
Restaurant,restaurant,,,5964319411,nodes,POINT (-4.0526562 5.4475377),10:00-22:00,113,5.0,restaurant,10:00:00,22:00:00,12.0
Restaurant,restaurant,,,5964319450,nodes,POINT (-4.0532946 5.4443309),12:00-22:00,331,3.8,restaurant,12:00:00,22:00:00,10.0
Maquis,pub,,,5964319453,nodes,POINT (-4.0531771 5.4442052),19:00-01:00,32,3.1,pub,19:00:00,01:00:00,6.0
Maquis,pub,,,5964319454,nodes,POINT (-4.0531253 5.4441784),19:00-00:00,325,3.2,pub,19:00:00,00:00:00,5.0
Kiosque,cafe,,,5964319463,nodes,POINT (-4.0543246 5.4446597),08:00-21:00,237,4.3,cafe,08:00:00,21:00:00,13.0
Cafétariat,cafe,,,5964319472,nodes,POINT (-4.0539752 5.4439327),07:00-23:00,358,1.0,cafe,07:00:00,23:00:00,16.0
Cyber DBC,internet_cafe,,,5964319475,nodes,POINT (-4.0536426 5.4440442),09:00-00:00,154,2.4,internet_cafe,09:00:00,00:00:00,15.0
Orange Money,money_transfer,,,9732193185,nodes,POINT (-5.0371305 7.7092829),10:00-16:00,59,3.2,money_transfer,10:00:00,16:00:00,6.0
Unknown,internet_cafe,,,9732193187,nodes,POINT (-5.0377598 7.708557),11:00-22:00,71,4.1,internet_cafe,11:00:00,22:00:00,11.0
Cave,pub,,,5964359366,nodes,POINT (-4.0700718 5.4380868),16:00-02:00,19,4.7,pub,16:00:00,02:00:00,10.0
Maquis La Plage Olympique,pub,,,5964359384,nodes,POINT (-4.0688638 5.4381002),17:00-01:00,252,4.7,pub,17:00:00,01:00:00,8.0
Cafe Rome,cafe,,,5964359592,nodes,POINT (-4.0686395 5.4372094),07:00-20:00,59,4.1,cafe,07:00:00,20:00:00,13.0
Cafe Express,cafe,,,5964359596,nodes,POINT (-4.0709784 5.4367508),08:00-20:00,120,4.8,cafe,08:00:00,20:00:00,12.0
Unknown,restaurant,,,5964359606,nodes,POINT (-4.0727212 5.4367321),11:00-21:00,454,4.5,restaurant,11:00:00,21:00:00,10.0
Cave Roch,pub,,,5964359627,nodes,POINT (-4.0685175 5.4345819),16:00-02:00,275,3.3,pub,16:00:00,02:00:00,10.0
Parking Gros Camion,parking,,,5964359628,nodes,POINT (-4.0686066 5.43312),00:00-23:59,69,2.7,parking,00:00:00,23:59:00,23.983333333333334
Cafe Express,cafe,,,5964359631,nodes,POINT (-4.0687434 5.4325246),06:00-21:00,198,4.0,cafe,06:00:00,21:00:00,15.0
Cafe Express,cafe,,,5964359632,nodes,POINT (-4.0687535 5.4322455),06:00-22:00,232,3.2,cafe,06:00:00,22:00:00,16.0
Restaurant,restaurant,,,5964359635,nodes,POINT (-4.0689305 5.431548),12:00-22:00,189,2.1,restaurant,12:00:00,22:00:00,10.0
Unknown,parking,,,5964359636,nodes,POINT (-4.068962 5.4314425),00:00-23:59,343,4.5,parking,00:00:00,23:59:00,23.983333333333334
kiosque,cafe,,,5964359651,nodes,POINT (-4.0750647 5.4322752),07:00-23:00,486,1.6,cafe,07:00:00,23:00:00,16.0
Restaurant,restaurant,,,5964359674,nodes,POINT (-4.0775451 5.429805),10:00-21:00,380,3.8,restaurant,10:00:00,21:00:00,11.0
Café resto Diarra,cafe,,,5964169418,nodes,POINT (-4.0273405 5.4249339),07:00-21:00,356,3.0,cafe,07:00:00,21:00:00,14.0
Restaurant,restaurant,,,5964208088,nodes,POINT (-4.0237953 5.4263408),12:00-22:00,484,4.9,restaurant,12:00:00,22:00:00,10.0
Restaurant,restaurant,,,5964208090,nodes,POINT (-4.024024 5.4263929),11:00-22:00,276,4.6,restaurant,11:00:00,22:00:00,11.0
Kiosque,cafe,,,5964211186,nodes,POINT (-4.0522465 5.4440903),07:00-22:00,300,3.5,cafe,07:00:00,22:00:00,15.0
Unknown,car_wash,,,5964211187,nodes,POINT (-4.0523558 5.4440489),09:00-18:00,380,3.9,car_wash,09:00:00,18:00:00,9.0
Maquis Restaurant 844,restaurant,,,5964211188,nodes,POINT (-4.0526596 5.4440896),10:00-22:00,372,2.7,restaurant,10:00:00,22:00:00,12.0
Restaurant,restaurant,,,5964211191,nodes,POINT (-4.053023 5.4440182),12:00-22:00,79,2.5,restaurant,12:00:00,22:00:00,10.0
Garbadrome,restaurant,,,5964211192,nodes,POINT (-4.0531129 5.4440823),12:00-22:00,453,4.5,restaurant,12:00:00,22:00:00,10.0
Buvette,pub,,,5964211193,nodes,POINT (-4.0530699 5.4440883),19:00-02:00,212,4.2,pub,19:00:00,02:00:00,7.0
Bistrot Restaurant,restaurant,,,5964211194,nodes,POINT (-4.0530394 5.4441363),10:00-23:00,335,4.4,restaurant,10:00:00,23:00:00,13.0
Kiosque,cafe,,,5964211196,nodes,POINT (-4.0531202 5.4442879),07:00-23:00,50,2.2,cafe,07:00:00,23:00:00,16.0
Maquis,pub,,,5964211200,nodes,POINT (-4.053998 5.4457003),18:00-02:00,426,3.0,pub,18:00:00,02:00:00,8.0
Restaurant,restaurant,,,5964211204,nodes,POINT (-4.0534448 5.4460411),12:00-21:00,315,3.5,restaurant,12:00:00,21:00:00,9.0
Restaurant,restaurant,,,5964211208,nodes,POINT (-4.0531544 5.4463699),12:00-22:00,208,1.5,restaurant,12:00:00,22:00:00,10.0
Maquis Le Relais,pub,,,5964211211,nodes,POINT (-4.0529432 5.4463565),18:00-02:00,480,1.3,pub,18:00:00,02:00:00,8.0
Restaurant Chez Tantie Béa,restaurant,,,5964211220,nodes,POINT (-4.0513976 5.4471662),10:00-21:00,487,3.8,restaurant,10:00:00,21:00:00,11.0
Unknown,restaurant,,,5964251393,nodes,POINT (-3.9484611 5.2855692),10:00-21:00,189,1.0,restaurant,10:00:00,21:00:00,11.0
Buvette,pub,,,5964251396,nodes,POINT (-3.9495548 5.2897236),16:00-00:00,111,1.2,pub,16:00:00,00:00:00,8.0
Unknown,restaurant,,,5964251399,nodes,POINT (-3.9493865 5.2903158),11:00-22:00,227,1.6,restaurant,11:00:00,22:00:00,11.0
Bar,pub,,,5964251400,nodes,POINT (-3.9488956 5.2906617),19:00-02:00,227,2.2,pub,19:00:00,02:00:00,7.0
garbadrome,restaurant,,,5964251409,nodes,POINT (-3.9486422 5.291923),11:00-21:00,486,3.6,restaurant,11:00:00,21:00:00,10.0
kiosque à café,cafe,,,5964251410,nodes,POINT (-3.9486227 5.2919764),06:00-22:00,120,3.3,cafe,06:00:00,22:00:00,16.0
Garbardrome,restaurant,,,5964069718,nodes,POINT (-4.0304754 5.4324662),11:00-23:00,437,4.5,restaurant,11:00:00,23:00:00,12.0
Garbardrome,restaurant,,,5964095183,nodes,POINT (-4.0342958 5.4346514),12:00-22:00,185,1.3,restaurant,12:00:00,22:00:00,10.0
Restaurant,restaurant,,,5964123494,nodes,POINT (-4.0755107 5.4365398),10:00-23:00,461,1.5,restaurant,10:00:00,23:00:00,13.0
Cave,bar,,,5964503162,nodes,POINT (-4.0340403 5.4361914),19:00-03:00,330,2.3,bar,19:00:00,03:00:00,8.0
Restaurant,restaurant,,,5964503164,nodes,POINT (-4.0342033 5.4362294),11:00-22:00,183,1.8,restaurant,11:00:00,22:00:00,11.0
Cave,bar,,,5964509122,nodes,POINT (-4.0326023 5.4366273),17:00-02:00,31,2.3,bar,17:00:00,02:00:00,9.0
Garbardrome,restaurant,,,5964511543,nodes,POINT (-4.0339713 5.436698),12:00-23:00,203,2.9,restaurant,12:00:00,23:00:00,11.0
Garbadrome,restaurant,,,5964272735,nodes,POINT (-4.0238429 5.4248378),11:00-22:00,97,3.5,restaurant,11:00:00,22:00:00,11.0
Unknown,restaurant,,,5964304330,nodes,POINT (-3.9482068 5.3011819),10:00-22:00,62,4.0,restaurant,10:00:00,22:00:00,12.0
Unknown,restaurant,,,5964304334,nodes,POINT (-3.9481071 5.3013042),12:00-23:00,485,3.7,restaurant,12:00:00,23:00:00,11.0
Unknown,restaurant,,,5964304336,nodes,POINT (-3.9479976 5.3014541),11:00-21:00,434,2.1,restaurant,11:00:00,21:00:00,10.0
Unknown,pub,,,5964304337,nodes,POINT (-3.9479878 5.3015055),17:00-01:00,421,2.1,pub,17:00:00,01:00:00,8.0
Maquis O'qtier,pub,,,5964304338,nodes,POINT (-3.9479423 5.3015791),19:00-02:00,232,3.1,pub,19:00:00,02:00:00,7.0
Unknown,pub,,,5964304340,nodes,POINT (-3.9478711 5.3017307),16:00-00:00,46,3.5,pub,16:00:00,00:00:00,8.0
Maquis,pub,,,5964304341,nodes,POINT (-3.9478266 5.3016004),20:00-01:00,339,2.5,pub,20:00:00,01:00:00,5.0
Unknown,cafe,,,5964304347,nodes,POINT (-3.9472602 5.3013503),06:00-23:00,108,3.5,cafe,06:00:00,23:00:00,17.0
Allocodrome,restaurant,,,5964304348,nodes,POINT (-3.9472219 5.3013255),11:00-23:00,328,3.9,restaurant,11:00:00,23:00:00,12.0
Le Barclay,ice_cream,,,5964304350,nodes,POINT (-3.9471382 5.3015259),13:00-21:00,327,1.6,ice_cream,13:00:00,21:00:00,8.0
Unknown,restaurant,,,5964304354,nodes,POINT (-3.9459744 5.3032124),11:00-23:00,305,4.9,restaurant,11:00:00,23:00:00,12.0
kiosque à café,cafe,,,5964303367,nodes,POINT (-3.9502381 5.2831087),07:00-21:00,497,3.8,cafe,07:00:00,21:00:00,14.0
Café Kesto,cafe,,,5964303369,nodes,POINT (-3.9500698 5.2842838),06:00-20:00,10,4.7,cafe,06:00:00,20:00:00,14.0
Attiékédrome,restaurant,,,5964303380,nodes,POINT (-3.9467334 5.2850293),12:00-21:00,25,2.7,restaurant,12:00:00,21:00:00,9.0
kiosque à café,cafe,,,5964303381,nodes,POINT (-3.9465091 5.285047),06:00-21:00,402,4.6,cafe,06:00:00,21:00:00,15.0
Maquis,pub,,,5964319419,nodes,POINT (-4.0521272 5.447281),18:00-00:00,170,4.2,pub,18:00:00,00:00:00,6.0
Maquis,pub,,,5964319422,nodes,POINT (-4.0519404 5.4473618),19:00-02:00,124,3.9,pub,19:00:00,02:00:00,7.0
Café Express,cafe,,,5964319434,nodes,POINT (-4.0528527 5.4463141),06:00-20:00,402,2.7,cafe,06:00:00,20:00:00,14.0
Restaurant,restaurant,,,5964319435,nodes,POINT (-4.052972 5.4461322),10:00-23:00,289,4.0,restaurant,10:00:00,23:00:00,13.0
Kiosque,cafe,,,5964319437,nodes,POINT (-4.0529016 5.445954),08:00-23:00,105,1.5,cafe,08:00:00,23:00:00,15.0
Kiosque,cafe,,,5964319438,nodes,POINT (-4.0530163 5.4457871),07:00-23:00,35,4.4,cafe,07:00:00,23:00:00,16.0
Marché Air France,marketplace,,,5568831245,nodes,POINT (-5.0146848 7.6717292),08:00-16:00,283,4.7,marketplace,08:00:00,16:00:00,8.0
Chez Suzi,restaurant,,,5809231998,nodes,POINT (-5.0143629 7.6723472),11:00-21:00,106,2.2,restaurant,11:00:00,21:00:00,10.0
Super Garba chez Nacisse,fast_food,,,9732785071,nodes,POINT (-5.025066 7.6542726),12:00-00:00,300,4.8,fast_food,12:00:00,00:00:00,12.0
Maquis Daoukro,pub,,,9732486627,nodes,POINT (-5.0277516 7.6497054),20:00-02:00,110,1.3,pub,20:00:00,02:00:00,6.0
Fast food Air France,fast_food,,,9732785765,nodes,POINT (-5.0208299 7.6647037),13:00-22:00,445,4.3,fast_food,13:00:00,22:00:00,9.0
Fast food,fast_food,,,9732363269,nodes,POINT (-5.0208299 7.6647037),12:00-22:00,119,3.8,fast_food,12:00:00,22:00:00,10.0
garba,restaurant,,,9732229125,nodes,POINT (-5.0357029 7.705079),11:00-21:00,168,4.2,restaurant,11:00:00,21:00:00,10.0
Café Express,cafe,,,5964358614,nodes,POINT (-4.0550072 5.4480624),08:00-23:00,461,1.5,cafe,08:00:00,23:00:00,15.0
Café Express,cafe,,,5964358616,nodes,POINT (-4.0548962 5.4481311),08:00-22:00,305,3.4,cafe,08:00:00,22:00:00,14.0
Garbadrome,restaurant,,,5964358621,nodes,POINT (-4.0545405 5.4484105),11:00-22:00,1,4.5,restaurant,11:00:00,22:00:00,11.0
Restaurant,restaurant,,,5964359642,nodes,POINT (-4.0745357 5.4311801),12:00-21:00,141,3.6,restaurant,12:00:00,21:00:00,9.0
Cafe Express,cafe,,,5964359645,nodes,POINT (-4.0742929 5.4324885),08:00-22:00,439,3.5,cafe,08:00:00,22:00:00,14.0
kiosque,cafe,,,5964359648,nodes,POINT (-4.0747167 5.4323861),07:00-23:00,66,1.2,cafe,07:00:00,23:00:00,16.0
Restaurant,restaurant,,,5964208086,nodes,POINT (-4.0237829 5.4262543),12:00-23:00,89,2.7,restaurant,12:00:00,23:00:00,11.0
Restaurant,restaurant,,,5964208093,nodes,POINT (-4.0237628 5.4267807),12:00-23:00,56,3.0,restaurant,12:00:00,23:00:00,11.0
Restaurant,restaurant,,,5964211229,nodes,POINT (-4.0522995 5.4470371),10:00-23:00,338,1.8,restaurant,10:00:00,23:00:00,13.0
Cave,pub,,,5964211231,nodes,POINT (-4.0524269 5.4471886),20:00-01:00,443,3.2,pub,20:00:00,01:00:00,5.0
Restaurant,restaurant,,,5964211235,nodes,POINT (-4.0526304 5.4474075),11:00-23:00,13,2.4,restaurant,11:00:00,23:00:00,12.0
Kiosque,cafe,,,5964211242,nodes,POINT (-4.0532852 5.4484909),08:00-20:00,67,3.1,cafe,08:00:00,20:00:00,12.0
Unknown,car_wash,,,5964211252,nodes,POINT (-3.9475881 5.3045957),09:00-18:00,183,2.6,car_wash,09:00:00,18:00:00,9.0
Unknown,restaurant,,,5964211253,nodes,POINT (-3.9475297 5.3046411),11:00-22:00,404,3.8,restaurant,11:00:00,22:00:00,11.0
Unknown,internet_cafe,,,5964211262,nodes,POINT (-3.9472394 5.3051732),11:00-23:00,403,3.7,internet_cafe,11:00:00,23:00:00,12.0
Espace Marché MARCOTHY,restaurant,,,5964210986,nodes,POINT (-3.955341 5.3293701),12:00-23:00,121,1.7,restaurant,12:00:00,23:00:00,11.0
Restaurant,restaurant,,,5964045976,nodes,POINT (-4.0244588 5.42649),10:00-23:00,8,2.9,restaurant,10:00:00,23:00:00,13.0
Restaurant,restaurant,,,5964045977,nodes,POINT (-4.0245815 5.4265874),11:00-21:00,89,2.0,restaurant,11:00:00,21:00:00,10.0
Garbardrome,restaurant,,,5964069719,nodes,POINT (-4.0302276 5.4324552),10:00-23:00,135,4.9,restaurant,10:00:00,23:00:00,13.0
Garbardrome,restaurant,,,5964083798,nodes,POINT (-4.031049 5.4325286),11:00-23:00,26,3.2,restaurant,11:00:00,23:00:00,12.0
Vente GARBA,restaurant,,,5964099363,nodes,POINT (-3.9518836 5.286114),11:00-21:00,64,2.1,restaurant,11:00:00,21:00:00,10.0
Restaurant Kouadio,restaurant,,,5964099372,nodes,POINT (-3.9490257 5.2995106),12:00-21:00,379,1.5,restaurant,12:00:00,21:00:00,9.0
Unknown,restaurant,,,5964099373,nodes,POINT (-3.9490539 5.2996455),12:00-22:00,215,1.6,restaurant,12:00:00,22:00:00,10.0
Unknown,restaurant,,,5964099374,nodes,POINT (-3.9490673 5.2997203),12:00-23:00,269,3.3,restaurant,12:00:00,23:00:00,11.0
Restaurant,restaurant,,,5964123313,nodes,POINT (-4.0698043 5.440264),10:00-23:00,381,1.6,restaurant,10:00:00,23:00:00,13.0
Kiosque,cafe,,,5964124012,nodes,POINT (-3.9501093 5.2842625),06:00-22:00,32,1.4,cafe,06:00:00,22:00:00,16.0
Buvette traditionnel,pub,,,5964124015,nodes,POINT (-3.9495146 5.2844007),17:00-02:00,243,4.3,pub,17:00:00,02:00:00,9.0
Unknown,Salon de coiffure DAME,beauty,,5964124017,nodes,POINT (-3.9482801 5.2846971),09:00-18:00,229,4.4,clinic,09:00:00,18:00:00,9.0
Unknown,pub,,,5964124019,nodes,POINT (-3.9485121 5.2846411),16:00-01:00,398,4.0,pub,16:00:00,01:00:00,9.0
Restaurant,restaurant,,,5964151704,nodes,POINT (-3.9504419 5.2846277),12:00-22:00,262,3.6,restaurant,12:00:00,22:00:00,10.0
Unknown,restaurant,,,5964149767,nodes,POINT (-3.9496071 5.2971316),11:00-21:00,55,1.4,restaurant,11:00:00,21:00:00,10.0
Unknown,restaurant,,,5964149773,nodes,POINT (-3.9492765 5.2979776),10:00-23:00,231,1.2,restaurant,10:00:00,23:00:00,13.0
Buvette,pub,,,5964149774,nodes,POINT (-3.9493147 5.298035),20:00-01:00,257,4.5,pub,20:00:00,01:00:00,5.0
Garbadrome,restaurant,,,5964146461,nodes,POINT (-4.0556341 5.447737),12:00-22:00,113,3.9,restaurant,12:00:00,22:00:00,10.0
Maquis,pub,,,5964146481,nodes,POINT (-4.0568928 5.4497235),20:00-01:00,484,4.8,pub,20:00:00,01:00:00,5.0
Cave,pub,,,5964153187,nodes,POINT (-4.0595327 5.4501834),20:00-01:00,314,3.6,pub,20:00:00,01:00:00,5.0
Kiosque,cafe,,,5964153190,nodes,POINT (-4.0599968 5.4501788),08:00-20:00,22,1.7,cafe,08:00:00,20:00:00,12.0
Garbadrome,restaurant,,,5964153210,nodes,POINT (-4.0621519 5.4496614),12:00-21:00,372,2.8,restaurant,12:00:00,21:00:00,9.0
Maquis,pub,,,5964153221,nodes,POINT (-4.0627118 5.4504237),19:00-02:00,443,3.9,pub,19:00:00,02:00:00,7.0
Cave,pub,,,5964153256,nodes,POINT (-4.0555168 5.4497052),17:00-00:00,337,1.9,pub,17:00:00,00:00:00,7.0
Maquis,pub,,,5964153259,nodes,POINT (-4.0558464 5.4496791),20:00-00:00,266,3.3,pub,20:00:00,00:00:00,4.0
Garbadrome,restaurant,,,5964153275,nodes,POINT (-4.056365 5.4509804),10:00-21:00,234,1.7,restaurant,10:00:00,21:00:00,11.0
Kiosque,cafe,,,5964153312,nodes,POINT (-4.0608242 5.4524944),08:00-21:00,493,1.1,cafe,08:00:00,21:00:00,13.0
Maquis Restaurant,restaurant,,,5964153317,nodes,POINT (-4.0643151 5.4531559),11:00-23:00,15,1.7,restaurant,11:00:00,23:00:00,12.0
Garbadrome,restaurant,,,5964153318,nodes,POINT (-4.0643258 5.4523175),11:00-21:00,31,1.6,restaurant,11:00:00,21:00:00,10.0
Maquis Restaurant N'Gowa,pub,,,5964153321,nodes,POINT (-4.0638994 5.4521526),17:00-02:00,245,4.8,pub,17:00:00,02:00:00,9.0
Garbadrome,restaurant,,,5964153324,nodes,POINT (-4.0634152 5.4522394),12:00-22:00,433,4.6,restaurant,12:00:00,22:00:00,10.0
Unknown,internet_cafe,,,5964153331,nodes,POINT (-4.0634219 5.4529276),10:00-00:00,218,2.6,internet_cafe,10:00:00,00:00:00,14.0
Maquis Gang Mori,pub,,,5964153356,nodes,POINT (-4.0620607 5.4546591),17:00-00:00,55,1.4,pub,17:00:00,00:00:00,7.0
Unknown,internet_cafe,,,5964153359,nodes,POINT (-4.0621053 5.455035),11:00-00:00,251,2.7,internet_cafe,11:00:00,00:00:00,13.0
Garbadrome,restaurant,,,5964153363,nodes,POINT (-4.0618763 5.4549322),12:00-21:00,364,2.3,restaurant,12:00:00,21:00:00,9.0
Kiosque,cafe,,,5964153373,nodes,POINT (-4.060953 5.4537907),07:00-22:00,465,4.4,cafe,07:00:00,22:00:00,15.0
Café,cafe,,,5963966932,nodes,POINT (-4.0330137 5.4289733),07:00-23:00,227,1.3,cafe,07:00:00,23:00:00,16.0
kiosque à café,cafe,,,5964128456,nodes,POINT (-3.9486167 5.2985645),06:00-20:00,41,1.6,cafe,06:00:00,20:00:00,14.0
Unknown,restaurant,,,5964128457,nodes,POINT (-3.9488165 5.2986386),11:00-21:00,164,4.6,restaurant,11:00:00,21:00:00,10.0
Garbadrome,restaurant,,,5964131966,nodes,POINT (-4.0259112 5.4255774),12:00-22:00,75,2.5,restaurant,12:00:00,22:00:00,10.0
Unknown,Magasin de meche,beauty,,5964151699,nodes,POINT (-3.950623 5.2855251),10:00-17:00,33,4.9,clinic,10:00:00,17:00:00,7.0
Unknown,pub,,,5964151700,nodes,POINT (-3.9506176 5.285445),18:00-00:00,64,4.2,pub,18:00:00,00:00:00,6.0
Maquis,pub,,,5964146462,nodes,POINT (-4.0555289 5.4478217),20:00-00:00,140,4.4,pub,20:00:00,00:00:00,4.0
Maquis Paris Village,pub,,,5964153227,nodes,POINT (-4.0636003 5.4507642),17:00-00:00,299,4.8,pub,17:00:00,00:00:00,7.0
Maquis Cave Du Bonheur,pub,,,5964153228,nodes,POINT (-4.0635098 5.4507775),16:00-00:00,280,2.1,pub,16:00:00,00:00:00,8.0
Kiosque,cafe,,,5964153234,nodes,POINT (-4.0630994 5.4510285),06:00-23:00,364,1.5,cafe,06:00:00,23:00:00,17.0
Maquis Le Refuge,pub,,,5964153294,nodes,POINT (-4.0585269 5.4505506),18:00-02:00,166,3.9,pub,18:00:00,02:00:00,8.0
Maquis Taxi Brousse,pub,,,5964153299,nodes,POINT (-4.0593879 5.4509537),17:00-02:00,195,2.9,pub,17:00:00,02:00:00,9.0
Maquis,pub,,,5964153302,nodes,POINT (-4.0595005 5.4513376),16:00-01:00,305,4.0,pub,16:00:00,01:00:00,9.0
Unknown,internet_cafe,,,5964153308,nodes,POINT (-4.0604635 5.4521776),11:00-23:00,150,1.6,internet_cafe,11:00:00,23:00:00,12.0
Restaurant La Grâce Divine,restaurant,,,5964153337,nodes,POINT (-4.0636499 5.4533975),11:00-21:00,258,2.0,restaurant,11:00:00,21:00:00,10.0
Kiosque,cafe,,,5964153374,nodes,POINT (-4.061012 5.4540217),07:00-22:00,309,1.1,cafe,07:00:00,22:00:00,15.0
Maquis,pub,,,5964153375,nodes,POINT (-4.0609999 5.4544222),17:00-00:00,220,2.3,pub,17:00:00,00:00:00,7.0
Garbadrome,restaurant,,,5964153378,nodes,POINT (-4.0607733 5.4546832),12:00-22:00,50,4.5,restaurant,12:00:00,22:00:00,10.0
Unknown,internet_cafe,,,5964153383,nodes,POINT (-4.0597862 5.4544649),09:00-22:00,406,3.3,internet_cafe,09:00:00,22:00:00,13.0
Garbadrome,restaurant,,,5964153487,nodes,POINT (-4.0595891 5.4541618),12:00-23:00,359,4.8,restaurant,12:00:00,23:00:00,11.0
Maquis,pub,,,5964153490,nodes,POINT (-4.059064 5.4536278),19:00-00:00,436,3.9,pub,19:00:00,00:00:00,5.0
Station Delta Oil,fuel,,,5963980305,nodes,POINT (-3.9635204 5.3019263),00:00-23:59,449,3.4,fuel,00:00:00,23:59:00,23.983333333333334
Kiosque,cafe,,,5963979143,nodes,POINT (-4.0303007 5.4292116),08:00-22:00,393,4.4,cafe,08:00:00,22:00:00,14.0
Garbardrome,restaurant,,,5963998790,nodes,POINT (-4.0308083 5.4311655),11:00-22:00,282,3.3,restaurant,11:00:00,22:00:00,11.0
Kiosque,cafe,,,5963998791,nodes,POINT (-4.0308613 5.4311321),06:00-23:00,369,1.0,cafe,06:00:00,23:00:00,17.0
Kiosque,cafe,,,5964006497,nodes,POINT (-3.9639824 5.30352),08:00-21:00,443,3.3,cafe,08:00:00,21:00:00,13.0
Restaurant Africain,restaurant,,,5965102522,nodes,POINT (-3.9575494 5.2981719),12:00-23:00,110,2.8,restaurant,12:00:00,23:00:00,11.0
Café express,cafe,,,5965102531,nodes,POINT (-3.957934 5.2980851),08:00-23:00,220,1.6,cafe,08:00:00,23:00:00,15.0
Kiosque,cafe,,,5964022926,nodes,POINT (-3.9631073 5.3000274),06:00-21:00,454,3.7,cafe,06:00:00,21:00:00,15.0
Lessou Auto Ecole,driving_school,,,5963748423,nodes,POINT (-3.9649795 5.2985518),10:00-15:00,211,4.0,driving_school,10:00:00,15:00:00,5.0
Kiosque,cafe,,,5963748429,nodes,POINT (-3.9660852 5.2978481),06:00-22:00,173,4.6,cafe,06:00:00,22:00:00,16.0
Maquis,pub,,,5963809698,nodes,POINT (-4.0513614 5.4482917),16:00-01:00,423,3.9,pub,16:00:00,01:00:00,9.0
Kiosque,cafe,,,5963691591,nodes,POINT (-3.9668182 5.3010182),07:00-20:00,204,3.8,cafe,07:00:00,20:00:00,13.0
Unknown,restaurant,,,5963691615,nodes,POINT (-3.9676768 5.3020885),11:00-21:00,212,4.3,restaurant,11:00:00,21:00:00,10.0
Garbardrome,restaurant,,,5963979151,nodes,POINT (-4.0329802 5.4289425),12:00-21:00,160,1.5,restaurant,12:00:00,21:00:00,9.0
Garbardrome,restaurant,,,5963978493,nodes,POINT (-4.0303992 5.4294052),12:00-22:00,340,1.1,restaurant,12:00:00,22:00:00,10.0
Unknown,internet_cafe,,,5964013007,nodes,POINT (-4.076436 5.4360478),11:00-23:00,130,3.7,internet_cafe,11:00:00,23:00:00,12.0
Restaurant,restaurant,,,5964013013,nodes,POINT (-4.077352 5.436459),10:00-22:00,191,4.9,restaurant,10:00:00,22:00:00,12.0
Cafe Express,cafe,,,5964013060,nodes,POINT (-4.0762037 5.4305707),08:00-22:00,472,3.9,cafe,08:00:00,22:00:00,14.0
Cafe Express,cafe,,,5964013076,nodes,POINT (-4.07644 5.4298117),08:00-22:00,242,1.2,cafe,08:00:00,22:00:00,14.0
