name,amenity,shop,tourism,osm_id,osm_type,geometry,reviews,rating
Café,cafe,None,None,5926480484,nodes,POINT (-4.0805128 5.3525162),102,2.4
Buvette,pub,None,None,5926480489,nodes,POINT (-4.0793717 5.3521608),36,3.5
Café Express,cafe,None,None,5926480498,nodes,POINT (-4.0792618 5.3540053),206,3.7
Garbadrome,restaurant,None,None,5926282046,nodes,POINT (-4.0659197 5.342659),432,2.1
Cave Vip Chez Kikiss,pub,None,None,5926282049,nodes,POINT (-4.0660042 5.3425712),481,1.9
Le Petit Zouglou,pub,None,None,5926282050,nodes,POINT (-4.0659962 5.3424333),147,1.1
Cave Padre Service,pub,None,None,5926842020,nodes,POINT (-4.0651627 5.3437579),217,1.9
Buvette,pub,None,None,5926842044,nodes,POINT (-4.0650993 5.3434802),185,1.9
Cave,pub,None,None,5926842077,nodes,POINT (-4.0655141 5.3428733),398,3.5
Buvette,pub,None,None,5926842385,nodes,POINT (-4.0656485 5.342934),98,2.5
Maquis Restaurant Le Grand Bleu,pub,None,None,5926842390,nodes,POINT (-4.0657772 5.3428275),389,3.1
net class Ci,pub,None,None,5926796460,nodes,POINT (-3.9999902 5.3691935),268,3.7
Kiosque,cafe,None,None,5926603023,nodes,POINT (-4.0777241 5.3424026),202,1.8
Garbadrome,restaurant,None,None,5926603031,nodes,POINT (-4.0766412 5.3423452),251,4.4
Bar Selfie VIP,bar,None,None,5926606267,nodes,POINT (-4.0837236 5.3385236),335,4.5
Restaurant,restaurant,None,None,5926606270,nodes,POINT (-4.0838577 5.3387279),196,3.1
Kiosque,cafe,None,None,5926606268,nodes,POINT (-4.0837169 5.3385523),312,1.4
Café,cafe,None,None,5926609309,nodes,POINT (-4.0111738 5.3722133),480,3.6
Eglise APEC,place_of_worship,None,None,5926609314,nodes,POINT (-4.0109579 5.3704188),142,2.5
Minitère international des élus,place_of_worship,None,None,5926609381,nodes,POINT (-4.0092078 5.3691476),211,2.2
Restaurant,restaurant,None,None,5926609361,nodes,POINT (-4.013437 5.3655829),242,4.6
Café resto,cafe,None,None,5926609362,nodes,POINT (-4.0133612 5.365652),66,4.7
Kiosque café,cafe,None,None,5926609382,nodes,POINT (-4.0093255 5.3690972),390,4.6
Buvette,pub,None,None,5926611188,nodes,POINT (-4.0097231 5.3691587),395,4.4
Buvette,pub,None,None,5926611197,nodes,POINT (-4.0099669 5.366355),447,1.6
Maquis choco 5 etoiles,pub,None,None,5926611210,nodes,POINT (-4.0099555 5.3662242),369,3.1
Buvette,pub,None,None,5926611212,nodes,POINT (-4.0107541 5.3664829),301,1.7
Restaurant,restaurant,None,None,5926611233,nodes,POINT (-4.0105009 5.3693606),109,2.9
Maquis,pub,None,None,5926441658,nodes,POINT (-4.081606 5.3406534),228,1.4
Restaurant,restaurant,None,None,5926441661,nodes,POINT (-4.0808322 5.340612),29,2.2
Buvette,pub,None,None,5926441662,nodes,POINT (-4.0807101 5.340624),455,2.0
Eglise Evangelique,place_of_worship,None,None,5926441667,nodes,POINT (-4.0807074 5.340166),478,2.1
Garba,restaurant,None,None,5926441670,nodes,POINT (-4.07988 5.3404384),7,2.1
Garbadrome,restaurant,None,None,5927037958,nodes,POINT (-4.0656354 5.3458463),395,1.7
Cybercafé,internet_cafe,None,None,5924514874,nodes,POINT (-4.0678972 5.3496371),2,2.3
Garbadrome,restaurant,None,None,5924523325,nodes,POINT (-4.0690304 5.342432),218,3.8
Chez Dede,pub,None,None,5924523310,nodes,POINT (-4.0642554 5.3444743),149,2.3
La Mère,pub,None,None,5924523316,nodes,POINT (-4.0642427 5.344774),419,1.8
Chez Agathe,pub,None,None,5924523317,nodes,POINT (-4.0642467 5.3448074),66,3.7
Chez Morgane,pub,None,None,5924523319,nodes,POINT (-4.0642414 5.3449236),275,1.8
Assemblée générale,pub,None,None,5924523320,nodes,POINT (-4.0642387 5.344969),285,4.3
Maquis le Manguier,pub,None,None,5924540075,nodes,POINT (-4.0634018 5.3525306),115,1.4
Buvette,pub,None,None,5926480165,nodes,POINT (-4.0812989 5.36045),423,3.2
Maquis,pub,None,None,5926480168,nodes,POINT (-4.0820868 5.3603778),115,3.9
Le Groupe Bowl,college,None,None,5926480396,nodes,POINT (-4.0854201 5.3585913),417,4.9
Café Express,cafe,None,None,5926480394,nodes,POINT (-4.085357 5.3591027),486,3.9
Institut Professionnel Des Métiers Du Sport,college,None,None,5926480399,nodes,POINT (-4.0849574 5.357658),488,2.4
Café Express,cafe,None,None,5926480418,nodes,POINT (-4.0848622 5.3563601),16,2.2
Kiosque,cafe,None,None,5926480423,nodes,POINT (-4.0851351 5.3559675),378,3.3
Garbadrome,restaurant,None,None,5926480441,nodes,POINT (-4.0805193 5.3537847),462,3.5
Restaurant,restaurant,None,None,5926349446,nodes,POINT (-4.0824924 5.3494942),315,4.9
Kiosque,restaurant,None,None,5926349447,nodes,POINT (-4.0830061 5.3496478),155,4.8
Chez JOJO La baronne,pub,None,None,5924563454,nodes,POINT (-4.0592826 5.3519391),299,1.2
Kiosque café,cafe,None,None,5924692489,nodes,POINT (-4.0008319 5.3710023),241,4.1
Viande braisée,restaurant,None,None,5924692506,nodes,POINT (-4.0005188 5.3710098),12,4.5
Eglise Jésus For Life,place_of_worship,None,None,5924606200,nodes,POINT (-4.0591961 5.3443841),245,3.0
Buvette Plein Air,pub,None,None,5924607404,nodes,POINT (-4.0720935 5.3420527),203,2.3
Le Padre,pub,None,None,5924607405,nodes,POINT (-4.0720747 5.3418725),76,4.5
Garbadrome,restaurant,None,None,5924607408,nodes,POINT (-4.0727936 5.3426389),155,1.1
Atlantic Microfinance,bank,None,None,4914917878,nodes,POINT (-4.0731289 5.3413605),9,1.7
Buvette Plein Air,cafe,None,None,5924095753,nodes,POINT (-4.0723403 5.3425882),291,4.7
Garba,restaurant,None,None,5924368024,nodes,POINT (-4.0749726 5.3508672),178,4.7
Mediane,pub,None,None,5924523334,nodes,POINT (-4.0690874 5.3433927),257,2.3
Derbi,pub,None,None,5924523335,nodes,POINT (-4.0691243 5.3435209),435,3.2
Vert Café,restaurant,None,None,5924535300,nodes,POINT (-4.0750302 5.3471091),8,2.7
Buvette,pub,None,None,5926282083,nodes,POINT (-4.0718783 5.3416351),35,3.9
Moonlight Lounge,bar,None,None,11898599910,nodes,POINT (-3.9510629 5.3584697),240,1.1
Restaurant,restaurant,None,None,5924690681,nodes,POINT (-4.0014331 5.3710794),255,4.7
Librairie,library,None,None,5924692507,nodes,POINT (-4.0004772 5.3709695),140,2.5
Eglise evangelique de reveil internationall,place_of_worship,None,None,5924692512,nodes,POINT (-4.0000319 5.3709021),316,4.4
Cyber café,internet_cafe,None,None,5924692656,nodes,POINT (-4.0058497 5.3690001),220,2.5
Cyber café,internet_cafe,None,None,5924692695,nodes,POINT (-4.008899 5.3685001),325,1.1
Maquis,pub,None,None,5924692721,nodes,POINT (-4.009765 5.3671909),248,2.3
Lavage auto fkm,car_wash,None,None,5924692814,nodes,POINT (-4.012056 5.3669619),25,2.5
"Groupe Misa lycée, BTS, DESS Master",college,None,None,5924692848,nodes,POINT (-4.0136509 5.3663517),233,3.5
Restaurant,restaurant,None,None,5924613621,nodes,POINT (-4.064236 5.3510805),46,1.2
restaurant sénégalais,restaurant,None,None,5924613625,nodes,POINT (-4.0639342 5.350525),173,3.6
Buvette Maquis,pub,None,None,5924517658,nodes,POINT (-4.0785597 5.3517935),477,3.6
Groupe Scolaire GFCI,school,None,None,5921895900,nodes,POINT (-4.0608329 5.3512006),325,3.9
Cabinet Vétérinaire : Bricovert,veterinary,None,None,5921917913,nodes,POINT (-4.0619887 5.3511676),490,3.1
O11 d'Europe,bar,None,None,3137302033,nodes,POINT (-4.0641962 5.3446495),87,4.0
Buvette,pub,None,None,5924540069,nodes,POINT (-4.063776 5.3535534),372,5.0
Douahou,nightclub,None,None,5924540074,nodes,POINT (-4.0633374 5.3522248),378,3.6
Location De voiture,car_rental,None,None,5922747948,nodes,POINT (-4.0635038 5.3481543),412,4.7
Cave,pub,None,None,5924557572,nodes,POINT (-4.079432 5.3526801),323,1.1
Cave Buvette la Joie,pub,None,None,5924557573,nodes,POINT (-4.0794253 5.3528437),5,1.9
Buvette,pub,None,None,5924557574,nodes,POINT (-4.079422 5.3530113),463,3.4
Maquis Feuillage,pub,None,None,5924557580,nodes,POINT (-4.079426 5.3540822),257,4.2
Buvette,pub,None,None,5924557581,nodes,POINT (-4.079505 5.3543607),166,3.2
Garba,restaurant,None,None,5924563431,nodes,POINT (-4.0599284 5.3540167),379,4.0
Garba,restaurant,None,None,5924563433,nodes,POINT (-4.0628292 5.3543559),177,2.8
Cafetariat,cafe,None,None,5924563463,nodes,POINT (-4.0582285 5.3519377),92,2.4
Maquis,pub,None,None,5924563466,nodes,POINT (-4.0580924 5.351895),378,1.8
Buvette,pub,None,None,5924572529,nodes,POINT (-4.0780789 5.351668),253,4.9
Restaurant,restaurant,None,None,5924543229,nodes,POINT (-4.068042 5.3503421),129,4.7
Kiosque à café,internet_cafe,None,None,5924543230,nodes,POINT (-4.0679294 5.3503354),371,2.1
Maquis le grando,pub,None,None,5924543231,nodes,POINT (-4.0679066 5.3502246),263,2.5
Maquis Oxygène,pub,None,None,5924557582,nodes,POINT (-4.0795967 5.3543596),93,2.5
Cave Union City,pub,None,None,5924557584,nodes,POINT (-4.079432 5.354416),75,3.8
Buvette,pub,None,None,5924562686,nodes,POINT (-4.0794347 5.354922),364,3.3
Garba,restaurant,None,None,5924562690,nodes,POINT (-4.0794615 5.3552211),487,2.7
Hima Auto Ecole,driving_school,None,None,5924562692,nodes,POINT (-4.0795796 5.3553961),451,2.0
Toilette Publique,toilets,None,None,5924562696,nodes,POINT (-4.0807463 5.3554221),302,2.7
Coopérative d'Epargne Et De Crédit,bank,None,None,5924569810,nodes,POINT (-4.0724751 5.3464251),151,4.8
QG,pub,None,None,5924569802,nodes,POINT (-4.0730625 5.3430595),310,1.9
Maquis,pub,None,None,5924572523,nodes,POINT (-4.077645 5.3513489),315,2.1
Garbadrome,restaurant,None,None,5924572525,nodes,POINT (-4.0778334 5.3513656),127,1.1
Cours secondaire les cultivés,school,None,None,5924582797,nodes,POINT (-4.0654336 5.351457),351,4.8
Mosquée Abou Barkrine Asudik,place_of_worship,None,None,5924422000,nodes,POINT (-4.060666 5.3492405),396,3.7
Garba,restaurant,None,None,5924436014,nodes,POINT (-4.065734 5.3563361),446,1.5
Maquis,pub,None,None,5924445748,nodes,POINT (-4.0075401 5.3671381),321,4.1
Maquis koridor plus,pub,None,None,5924446593,nodes,POINT (-4.0112396 5.3665647),329,4.4
Mission Assenbléé de l'eglise glorieuse,place_of_worship,None,None,5924446615,nodes,POINT (-4.0120087 5.3658824),56,2.8
Buvette,pub,None,None,5924466551,nodes,POINT (-4.0680575 5.3436504),182,2.3
Petite Cave,pub,None,None,5924466572,nodes,POINT (-4.0675777 5.3420918),401,1.3
Cave Divine Providence,pub,None,None,5924466577,nodes,POINT (-4.0671767 5.3424694),422,2.5
Chez Aimée,pub,None,None,5924469786,nodes,POINT (-4.0664569 5.3420955),272,1.9
Kiosque à café,cafe,None,None,5924484733,nodes,POINT (-4.0679093 5.3480802),105,2.4
Espace buvette,pub,None,None,5924489041,nodes,POINT (-4.0607464 5.350254),132,1.6
Maquis Plein Air,pub,None,None,5924489045,nodes,POINT (-4.0616597 5.3495396),146,4.4
Collège IPES,school,None,None,5924493832,nodes,POINT (-4.0770348 5.3547531),483,4.8
Cybercafe,internet_cafe,None,None,5922759819,nodes,POINT (-4.0767646 5.3543879),229,1.4
Toilette Publique,toilets,None,None,5922759991,nodes,POINT (-4.0762281 5.3552412),186,3.3
Garba,restaurant,None,None,5924493834,nodes,POINT (-4.0768209 5.3545402),402,3.2
Eglise Pentecôte,place_of_worship,None,None,5924572544,nodes,POINT (-4.0774492 5.3502546),153,2.2
Kiosque à café,cafe,None,None,5924574323,nodes,POINT (-4.0659311 5.3518469),100,1.1
Missions Evangelique,place_of_worship,None,None,5924590075,nodes,POINT (-4.0568626 5.3470066),245,4.4
Groupe Scolaire Méthodes,school,None,None,5924590090,nodes,POINT (-4.0580696 5.3466034),319,1.8
Garbadrome,restaurant,None,None,5924445753,nodes,POINT (-4.0079485 5.3670821),166,4.8
Restaurant,restaurant,None,None,5924445775,nodes,POINT (-4.0109502 5.3664281),192,3.4
Juvenille Auto-Ecole,driving_school,None,None,5924466568,nodes,POINT (-4.0674781 5.3417864),196,2.9
Mission Protestante Internationale,place_of_worship,None,None,5924466570,nodes,POINT (-4.067688 5.3419993),127,2.5
Cave VIP Club Des Amis,pub,None,None,5924466578,nodes,POINT (-4.0671636 5.342478),395,4.9
Kiosque à café,cafe,None,None,5924490761,nodes,POINT (-4.0680689 5.3483058),61,3.6
Reparation de vélo,bicycle_repair_station,None,None,5924490762,nodes,POINT (-4.0683532 5.3482858),416,2.5
Eglise de Pentecôte Internationale de Côte d'Ivoire,place_of_worship,None,None,5924490763,nodes,POINT (-4.0681936 5.3482818),102,4.3
Chapelle Notre Dame de Toute Grace,place_of_worship,None,None,5924489046,nodes,POINT (-4.0617362 5.3487331),438,2.3
Espace chezAnne Marie,pub,None,None,5924489053,nodes,POINT (-4.0613325 5.3479026),90,2.4
Maquis,pub,None,None,5924489055,nodes,POINT (-4.0612601 5.3475541),166,4.9
Cybercafé,internet_cafe,None,None,5924508705,nodes,POINT (-4.0679012 5.348665),403,3.5
Maquis Restaurant,pub,None,None,5924510406,nodes,POINT (-4.0792235 5.3494862),237,3.4
Maquis Ivoire,pub,None,None,5924510423,nodes,POINT (-4.0788031 5.3479403),270,1.4
Maquis Restaurant,restaurant,None,None,5924510416,nodes,POINT (-4.0792061 5.3484888),484,4.7
Café Express,cafe,None,None,5924510432,nodes,POINT (-4.0775464 5.3480641),362,3.4
Garbadrome,restaurant,None,None,5924510470,nodes,POINT (-4.0763441 5.3493233),218,1.3
Maquis Restaurant,restaurant,None,None,5924510408,nodes,POINT (-4.0792537 5.3489755),410,3.7
Maquis Urion City,pub,None,None,5924510389,nodes,POINT (-4.077637 5.3488526),419,1.5
Garbadrome,restaurant,None,None,5924510391,nodes,POINT (-4.0776484 5.3490769),245,4.2
Eglise,place_of_worship,None,None,5924510392,nodes,POINT (-4.0778066 5.3490482),200,3.5
Café Express le Bafing,cafe,None,None,5924510427,nodes,POINT (-4.0782629 5.3479169),461,4.9
Lavage Auto,car_wash,None,None,5924510448,nodes,POINT (-4.0763472 5.347935),118,1.8
Maquis le Coklo,pub,None,None,5924510449,nodes,POINT (-4.0762949 5.3480094),257,4.4
Eglise Christianiste Celeste,place_of_worship,None,None,5924510483,nodes,POINT (-4.0785858 5.3497719),345,4.0
Kiosque,cafe,None,None,5924510503,nodes,POINT (-4.0780691 5.3512044),301,4.1
Maquis,pub,None,None,5924510514,nodes,POINT (-4.0792617 5.3512628),294,4.1
GSIA Groupe Scolaire International de l'amitié,school,None,None,5924500171,nodes,POINT (-4.0646102 5.3548967),360,4.7
Cave restaurant Xender,food_court,None,None,5924512563,nodes,POINT (-4.0678932 5.3490736),465,1.6
Ministère Des Participants du Royaume Du Christ,place_of_worship,None,None,5924339501,nodes,POINT (-4.0693476 5.3418745),273,3.6
Maquis Restaurant,restaurant,None,None,5924368040,nodes,POINT (-4.0744384 5.3543051),87,1.9
Maquis,pub,None,None,5924368030,nodes,POINT (-4.0747469 5.3527583),142,3.4
Concentration de Maquis,pub,None,None,5924368034,nodes,POINT (-4.074592 5.3527743),404,2.4
Maquis Chez Leo,pub,None,None,5924368038,nodes,POINT (-4.0747167 5.3531121),7,3.5
Restaurant Maquis,pub,None,None,5924368039,nodes,POINT (-4.0744706 5.3538825),279,3.9
Restaurant,restaurant,None,None,5922542495,nodes,POINT (-4.0746316 5.3530941),143,3.7
Restaurant,restaurant,None,None,5923728697,nodes,POINT (-4.0744103 5.3534339),118,2.1
Maquis Restaurant,restaurant,None,None,5923728698,nodes,POINT (-4.0745336 5.3544108),127,3.5
Maquis,pub,None,None,5924383723,nodes,POINT (-4.0120798 5.3655866),449,2.4
Kiosque café,cafe,None,None,5924383726,nodes,POINT (-4.0124043 5.3657201),226,4.3
Cave resto,restaurant,None,None,5924383735,nodes,POINT (-4.0088229 5.3659685),82,4.7
Maquis,pub,None,None,5924510507,nodes,POINT (-4.0783447 5.3512711),350,2.9
GSIA: Enseignement Superieur et Sécondaire,school,None,None,5924500175,nodes,POINT (-4.0645592 5.3545321),103,3.9
Restaurant le refectoire,restaurant,None,None,5924328348,nodes,POINT (-4.0696608 5.3467983),100,4.1
Cave,pub,None,None,5924347776,nodes,POINT (-4.0782297 5.3556935),232,3.2
Groupe scolaire bethanie,school,None,None,5924351397,nodes,POINT (-4.0691726 5.3467529),281,2.8
Cybercafé Kodesh,internet_cafe,None,None,5924351389,nodes,POINT (-4.0716201 5.3471448),46,3.1
Buvette,pub,None,None,5924368008,nodes,POINT (-4.0776534 5.3539827),430,2.3
Maquis,pub,None,None,5924368009,nodes,POINT (-4.0776849 5.3539263),141,3.0
Restaurant,restaurant,None,None,5924368010,nodes,POINT (-4.0776601 5.3537901),290,2.6
Maquis espace regal,pub,None,None,5924372254,nodes,POINT (-4.0717475 5.3467836),79,3.3
Buvette l'escale,pub,None,None,5924383693,nodes,POINT (-4.0105603 5.3660853),37,3.8
Vente de viande et poisson,restaurant,None,None,5924383688,nodes,POINT (-4.0109046 5.3652982),374,2.9
Resto vace,restaurant,None,None,5924383751,nodes,POINT (-4.0088162 5.3664188),340,4.7
Kiosque café,cafe,None,None,5924383757,nodes,POINT (-4.0081778 5.3660459),433,4.9
Restaurant,restaurant,None,None,5924383808,nodes,POINT (-4.0058825 5.3676579),239,4.4
Cyber café,internet_cafe,None,None,5924383819,nodes,POINT (-4.0056679 5.3664732),437,1.6
Lascoste bar,bar,None,None,5924383869,nodes,POINT (-4.0062567 5.3668077),454,4.6
Eglise evangelique du reveil international,place_of_worship,None,None,5924383903,nodes,POINT (-4.0061326 5.3678798),18,1.5
Cafeteriat,cafe,None,None,5924383908,nodes,POINT (-4.0060867 5.3680357),131,3.4
Restaurant africain,restaurant,None,None,5924383952,nodes,POINT (-4.0057999 5.3683362),298,4.5
Banque BDU-ci,bank,None,None,5924386276,nodes,POINT (-4.073094 5.349103),161,2.8
Restaurant chez Hassan,fast_food,None,None,5924386277,nodes,POINT (-4.0731503 5.3475981),61,3.7
espace gastronomique le systeme,restaurant,None,None,5924214395,nodes,POINT (-4.0705352 5.3511459),214,2.8
Maquis entre nous,pub,None,None,5924113855,nodes,POINT (-4.0722451 5.3504623),63,5.0
Eglise Eden,place_of_worship,None,None,5924113979,nodes,POINT (-4.0695454 5.3419433),490,2.8
Kiosque,restaurant,None,None,5924120807,nodes,POINT (-4.0751593 5.3534159),91,1.8
Restaurant,restaurant,None,None,5924120812,nodes,POINT (-4.0750808 5.3527499),381,1.5
Toilette Publique,toilets,None,None,5922542500,nodes,POINT (-4.0750077 5.3525974),227,3.8
Maquis fair play,pub,None,None,5924126788,nodes,POINT (-4.0722679 5.3499455),3,4.5
Maquis kompressor,pub,None,None,5924126789,nodes,POINT (-4.0722451 5.3499976),114,4.6
Eglise MIDES,place_of_worship,None,None,5924383795,nodes,POINT (-4.0068072 5.3664542),333,1.4
Restaurant dans la barque,restaurant,None,None,5924383837,nodes,POINT (-4.0061896 5.3655005),410,4.0
Juvenant church,place_of_worship,None,None,5924383844,nodes,POINT (-4.006133 5.365614),152,3.2
Ministère de la foi de jesus,place_of_worship,None,None,5924383851,nodes,POINT (-4.0062299 5.3657134),275,5.0
Kiosque café,cafe,None,None,5924383887,nodes,POINT (-4.0062429 5.3675123),160,2.9
Reso cave ivoire,restaurant,None,None,5924384024,nodes,POINT (-4.0024949 5.3683699),445,3.0
Marché,marketplace,None,None,5924391660,nodes,POINT (-4.0527333 5.351218),43,1.0
Garba,restaurant,None,None,5924391661,nodes,POINT (-4.0531397 5.3510765),36,2.5
Kiosque à café,cafe,None,None,5924391664,nodes,POINT (-4.0535353 5.3507267),265,1.4
Mission Internationale de guerison et de délivrance,place_of_worship,None,None,5924391669,nodes,POINT (-4.0565622 5.3522368),198,2.2
Café Express,cafe,None,None,5924391670,nodes,POINT (-4.053762 5.3506425),75,2.4
Ecole privé gloire divine,school,None,None,5924223927,nodes,POINT (-4.0701328 5.350941),72,1.3
Restaurant,restaurant,None,None,5924223929,nodes,POINT (-4.0703166 5.3503301),237,3.7
cybercafé saint antoine de padoue,internet_cafe,None,None,5924277613,nodes,POINT (-4.0706585 5.3480201),26,3.3
Bistrot,pub,None,None,5924277617,nodes,POINT (-4.0706317 5.349366),391,1.8
Buvette,pub,None,None,5924114292,nodes,POINT (-4.0705204 5.3421582),74,3.0
Toilette Publique,toilets,None,None,5922759871,nodes,POINT (-4.0764022 5.3524862),342,3.0
Restaurant Patisserie Les Anges,restaurant,None,None,5924120814,nodes,POINT (-4.0750862 5.3527072),252,2.5
Cybercafe,internet_cafe,None,None,5924120817,nodes,POINT (-4.0754959 5.352612),58,2.3
Maquis Droit De Veto,pub,None,None,5924120824,nodes,POINT (-4.0761229 5.3531715),303,4.5
Restaurant Atieké Poisson,restaurant,None,None,5924194565,nodes,POINT (-4.0750996 5.3538318),246,4.0
Maquis Restaurant,restaurant,None,None,5924194566,nodes,POINT (-4.0751559 5.3535781),473,1.9
Restaurant,restaurant,None,None,5922760015,nodes,POINT (-4.0746644 5.3553253),42,3.3
Cybercafe,internet_cafe,None,None,5922760017,nodes,POINT (-4.074651 5.3552445),442,3.2
Bar La Marahoue,bar,None,None,5924196192,nodes,POINT (-4.0595233 5.348653),32,4.8
Mosquée Abou Bark Siddik,place_of_worship,None,None,5924196197,nodes,POINT (-4.0606727 5.3495156),39,4.2
Espace Islamique,place_of_worship,None,None,5924095706,nodes,POINT (-4.0708751 5.3436511),279,1.3
Fashion,pub,None,None,5924095719,nodes,POINT (-4.0711594 5.3432685),473,1.5
Equinox,bar,None,None,5924095711,nodes,POINT (-4.0712037 5.3436017),257,4.7
Buvette,pub,None,None,5924095726,nodes,POINT (-4.0699679 5.3417617),133,4.1
Plein Air,pub,None,None,5924095730,nodes,POINT (-4.0706062 5.3415887),364,1.6
Le Campement,pub,None,None,5924095733,nodes,POINT (-4.0704748 5.3411154),189,3.7
Garbadrome,restaurant,None,None,5924095742,nodes,POINT (-4.0718447 5.3419279),278,2.9
Lavage auto,car_wash,None,None,5924096263,nodes,POINT (-3.9998626 5.3664044),96,1.3
Maquis miss ella,pub,None,None,5924126791,nodes,POINT (-4.0722545 5.3502473),470,2.8
Maquis marahoue,pub,None,None,5924126792,nodes,POINT (-4.0722384 5.3503354),97,3.0
Maquis escale,pub,None,None,5924126793,nodes,POINT (-4.0722545 5.3504196),457,1.3
Restaurant,restaurant,None,None,5924132578,nodes,POINT (-4.0724321 5.3470907),401,3.5
Ecole supérieur estan yopougon,college,None,None,5924132579,nodes,POINT (-4.0722484 5.3479587),392,2.6
Yakou,school,None,None,5924132581,nodes,POINT (-4.0724013 5.3482351),99,2.9
Maquis Le Zouglou,pub,None,None,5924196099,nodes,POINT (-4.0520447 5.3556564),460,1.5
Maquis La Pharmacie de Garde,pub,None,None,5924196100,nodes,POINT (-4.0522096 5.3547952),280,3.7
Mission Internationale de Jesus Christ,place_of_worship,None,None,5924196115,nodes,POINT (-4.0521198 5.3541269),50,4.7
Cybercafe,internet_cafe,None,None,5922760024,nodes,POINT (-4.0745142 5.354693),250,1.6
Kiosque,restaurant,None,None,5924194551,nodes,POINT (-4.0746704 5.3554027),187,4.0
Eglise Internationale Evangelique Fourquare,place_of_worship,None,None,5924095722,nodes,POINT (-4.0712091 5.342914),101,3.5
Eglise Evangelique Des Assemblées de Dieu,place_of_worship,None,None,5924095724,nodes,POINT (-4.0713573 5.3419673),243,3.5
Buvette,pub,None,None,5924095725,nodes,POINT (-4.0699149 5.3417617),218,3.0
Chez Bea,pub,None,None,5924095748,nodes,POINT (-4.0717294 5.341747),389,3.7
Club Des Amis,pub,None,None,5924095749,nodes,POINT (-4.0722826 5.3429647),435,2.9
Kiosque café,cafe,None,None,5924096503,nodes,POINT (-3.9999542 5.3672897),415,2.6
Glacier codoro,ice_cream,None,None,5924096511,nodes,POINT (-3.9998244 5.3674643),72,1.4
Restaurant,restaurant,None,None,5924096854,nodes,POINT (-3.9983348 5.3634719),459,1.4
Restaurant,restaurant,None,None,5924096851,nodes,POINT (-4.0000916 5.3634713),50,1.4
Kiosque café,cafe,None,None,5924096798,nodes,POINT (-4.0002043 5.3634552),168,4.4
Cyber café,internet_cafe,None,None,5924096871,nodes,POINT (-4.0115222 5.3668741),137,3.0
Maquis,pub,None,None,5923989590,nodes,POINT (-4.0005657 5.3662949),342,3.2
Maquis,pub,None,None,5923989592,nodes,POINT (-4.0012074 5.3662662),71,2.8
Kiosque café,cafe,None,None,5923989591,nodes,POINT (-4.0009992 5.3663009),181,2.6
Achat de materiel de recuperation,recycling,None,None,5923989600,nodes,POINT (-4.0006911 5.367081),267,1.2
Garbadrome,restaurant,None,None,5923989618,nodes,POINT (-4.0017851 5.3662879),69,3.8
Maquis la terasse,pub,None,None,5923989617,nodes,POINT (-4.0016202 5.3663163),214,1.0
Attiéke poisson,restaurant,None,None,5923989625,nodes,POINT (-4.0018263 5.3660359),246,4.9
Cyber café,internet_cafe,None,None,5923989772,nodes,POINT (-4.0012252 5.3676492),459,4.1
Kiosque express,cafe,None,None,5923989785,nodes,POINT (-4.0013962 5.3682524),434,2.7
Label des prix,pub,None,None,5923989855,nodes,POINT (-4.0067187 5.3676015),397,2.0
Maquis,pub,None,None,5923989901,nodes,POINT (-4.0089483 5.36705),180,2.8
Restaurant buvette,restaurant,None,None,5923989911,nodes,POINT (-4.0110813 5.3653049),97,3.2
Restaurant africain,restaurant,None,None,5923989922,nodes,POINT (-4.0118256 5.365425),153,2.1
La Fabrique Culturelle,arts_centre,None,None,2779883320,nodes,POINT (-4.001421 5.3650307),12,1.2
Bar thé tome out,bar,None,None,5924096550,nodes,POINT (-3.999747 5.3676509),85,3.5
Eglise CIPE la renaissance,place_of_worship,None,None,5924096551,nodes,POINT (-3.9993963 5.3676936),362,3.2
Kiosque café,cafe,None,None,5924096790,nodes,POINT (-4.0002653 5.3634542),386,1.5
Buvette,pub,None,None,5924096902,nodes,POINT (-4.0109668 5.3664391),250,2.7
Cyber café,internet_cafe,None,None,5924096903,nodes,POINT (-4.0109336 5.3664094),1,4.0
Kiosque café,cafe,None,None,5924096957,nodes,POINT (-4.0093298 5.3670447),275,3.4
Espace restauration chez mado,restaurant,None,None,5924096964,nodes,POINT (-4.0067992 5.3667065),170,1.5
Paroisse divine misericorde,place_of_worship,None,None,5924096967,nodes,POINT (-4.0072062 5.3664258),185,2.1
Maquis chez yoyo,pub,None,None,5924096974,nodes,POINT (-4.0082288 5.3661547),330,4.8
Maquis,pub,None,None,5924096975,nodes,POINT (-4.008208 5.3662796),482,3.8
Maquis cave ivorio,pub,None,None,5924096977,nodes,POINT (-4.0081906 5.3664174),422,3.4
Maquis,pub,None,None,5924096979,nodes,POINT (-4.0084534 5.3667362),329,1.7
Centre international de formation des cadres,school,None,None,5923989673,nodes,POINT (-4.0012611 5.3650338),99,3.3
Maquis kokota,pub,None,None,5923989757,nodes,POINT (-4.0008614 5.3682036),339,2.7
Kiosque café,cafe,None,None,5923989748,nodes,POINT (-4.0000393 5.3670674),227,4.2
Garbadrome,restaurant,None,None,5923989822,nodes,POINT (-4.00649 5.3671862),444,4.3
Cyber café,internet_cafe,None,None,5923989866,nodes,POINT (-4.0067174 5.3672476),423,3.0
Marché de 2 plateaux,marketplace,None,None,5923989868,nodes,POINT (-4.0073839 5.3676669),210,1.9
